sentiment,text,user,,,
positive,@AlessyBil College life- an amazing stop of life!\nhttps://t.co/TWfFXXZfhE \nGive it a read and tell me your views ab… https://t.co/QcXsQjMTJv,iamRajeshSing,,,
neutral,"RT @TakeThatDarwin: Either Clown College has an accredited molecular biology program, or else this guy has just discovered that Kinko’s wil…",JoeriNL,,,
positive,RT @POTUS: The American Jobs Plan is a blue-collar blueprint to build America. Nearly 90% of the infrastructure jobs created by the plan do…,kyawmyo74135362,,,
neutral,RT @MiamiDolphins: .@Tua graduated from college over the weekend! 🥳\n\n(via @UofAlabama) https://t.co/bzikJGzOeV,JoelSmith64,,,
negative,Hated structural geology when I was in college but hey I've mapped and identified numerous faults and its attitudes like oh my God hahahahah,bathoblitz,,,
negative,RT @Telegraph: 📌 Experts say cognitive behavioural therapy (CBT) can be helpful.\n \nCBT aims to “actively break those negative cycles of tho…,CorbettEva,,,
positive,@madison_kay18 congrats!!! out of all of us i’m glad it was you who went and graduated college💜💜,Colin_Slays,,,
neutral,https://t.co/R3Lr2M9jlQ,iqi4u,,,
positive,A good list of #books to check out here https://t.co/jZHlk9d90g,ICHAS_College,,,
negative,RT @HaramiParindey: #Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Details in…,RiK_Kr,,,
neutral,RT @akki16674: #PlasmaRequirement #MEERUT\nName patient : Satya Narain Srivastava Age:78\nHelp required(type)O-Covid Plasma\nCity: Meerut\nAtte…,mab25__,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",MilouMayana,,,
positive,Closing Becker College to Lay Off More Than 300 https://t.co/Io3cJFavep,Ahighervision,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",OL86340,,,
neutral,RT @DrJuliaWilliams: Dont forget the College of Paramedics is always looking for completed research to be presented at our monthly webinars…,SECAmb_Research,,,
neutral,RT @lemondefr: Des croix gammées et des tags antisémites découverts dans un collège de Chauvigny https://t.co/QOUFTNybgY,amnestyPoitiers,,,
negative,RT @HaramiParindey: #Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Details in…,sarcasticyadav_,,,
positive,@HarissonShaws College life- an amazing stop of life!\nhttps://t.co/TWfFXXZfhE \nGive it a read and tell me your view… https://t.co/UWjhmd8IM9,iamRajeshSing,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Taetriss,,,
positive,Our bursary applications are officially open for new and progressing students! 🙌 Please ensure you apply before 1st… https://t.co/RRQizGrlMR,NKCollege1,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",anaismhx,,,
neutral,RT @SuryahSG: I was a School/College student during last #DMK rule here in Tamil Nadu. People were terrified &amp; routed DMK in 2011.\n\nToday D…,hemanthbhk_bjp,,,
negative,signing petition after petition to stop the university of california from gutting a college radio station but it seems to have little effect,walnutbatard,,,
neutral,Mj kundaliya arts and commerce mahila College#2guj girl's DN#ncc_dte gujrat#ekmaisaukeliye https://t.co/eEUVCVpaey,GohilBhaktiba,,,
positive,RT @EllenAgreaux: une pote voisine elle avait un ptit garçon bien gentil normal qui lisait des livres et faisait sa vie de ptit bonhomme...…,hparadoxa,,,
neutral,"RT @BudgITng: ...while the Federal College of Forestry in Ibadan, Oyo State, got N50m for the construction of street lights in Edo State. T…",dondekojo,,,
positive,"RT @Su4ita: Deen Dayal Upadhyay college, #Dwarka \n200 beds with #oxygen facility #available\nContact 9717544495 to book a slot.\n\nRecently ve…",TrpSid,,,
positive,RT @Vinayak83480635: This is a tough time....\n Cancel 12 board exams ASAP! You have many options like entrance test in college etc.\n#DONTIG…,Saurabh11737822,,,
negative,RT @JulianaAhua: MISSING PERSON\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,Hoikibaby1,,,
negative,#Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Detail… https://t.co/KNEDR6Wata,HaramiParindey,,,
negative,RT @JulianaAhua: MISSING PERSON\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,x_Mojoyin_x,,,
neutral,@616soldat i'd be 23???? out of college??? i'd have a job????????? what,povismine,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Hugo_Gernez13,,,
negative,"RT @trunills: A college student named Shaswati Jana of Pingla in West Bengal was gang-r@ped and killed on 3rd May, the very next day after…",Tripura34991358,,,
neutral,@DrMuradPTI @Shafqat_Mahmood @DrMuradPTI  \n   College band Acedmy band. Har chees band thek 2 months baad board exa… https://t.co/eVtOuVZgmA,Saboormirza5,,,
neutral,"RT @parthshukla28: Ipl suspended, that plant lady suspended, my college next?🥴",tweetwpra,,,
positive,@LauraOTstudent I went to Salford College of Technology (no longer there) to train as an OT - love Salford!! All th… https://t.co/mBVI4tB3K1,margaret_ot,,,
positive,RT @Vinayak83480635: This is a tough time....\n Cancel 12 board exams ASAP! You have many options like entrance test in college etc.\n#DONTIG…,jaimini_vaibhav,,,
neutral,RT @Mediavenir: 🇫🇷 FLASH - Tentative de blocage du collège-lycée #Balzac dans le 17e arrondissement de #Paris. Les forces de l’ordre étaien…,BenjyBrBo,,,
neutral,RT @Rebels247: Softball Rebels know they'll be on the road when the NCAA Tournament starts https://t.co/MIw9jDeRlT via @247sports #OleMiss…,TTVDixieBlunder,,,
positive,"Even though unemployment shut me off for being a college student, I still received my back pay of $15,000 god is good 😭😭😭💙",heirtay,,,
negative,Does it make me a terrible person and artist to take on commissions of....adult related art after such a long time… https://t.co/Z59qqpH6pe,LegendOfZeldart,,,
positive,"RT @0098LIN0: Love Me Harder\n— a hyunjin x oc au.\n\nZild (hj), a college student who is a huge mess, was drawn to Elyssa (you), the mayor's…",kyhwrites_,,,
neutral,"RT @imayushee: @PMOIndia @drharshvardhan @MoHFW_INDIA\n PLEASE! Give #NEETMDS aspirants some acknowledgement, and tell us what is happening…",mujeepraga,,,
neutral,RT @Mediavenir: 🇫🇷 FLASH - Tentative de blocage du collège-lycée #Balzac dans le 17e arrondissement de #Paris. Les forces de l’ordre étaien…,martyta87607637,,,
neutral,"RT @FLOTUS: No matter where I go, when I visit a community college, I always feel like I’m coming home. https://t.co/8oUr35BNdd",sjhlfc,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",DelahayeDim,,,
positive,"RT @0098LIN0: Love Me Harder\n— a hyunjin x oc au.\n\nZild (hj), a college student who is a huge mess, was drawn to Elyssa (you), the mayor's…",yongspixie,,,
neutral,@AlphaDelta327 @DispatcherStour I quit college there and then! Mid 2018 feels ages ago but yesterday at the same time 😂,LifeDownTheLine,,,
positive,RT @POTUS: The American Jobs Plan is a blue-collar blueprint to build America. Nearly 90% of the infrastructure jobs created by the plan do…,OputeBenjamin3,,,
neutral,"RT @AuntyFire: Disparition inquiétante d'une personne mineure vers POITIERS\nCette personne a 14 ans, s'appelle Eva Prevostel et a été vu po…",_LA_PAROLE_,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",SpaceOP__,,,
negative,RT @GUgorji: MISSING PERSON!!!\n\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,millermoses_,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Kissand11202510,,,
neutral,RT @IittIepissbaby: dénonce bien !!! moi mes 6e je leur dis regardez c'est un losange il a 4 côtés tous égaux vous savez pourquoi ? le losa…,piratedekibuye,,,
